Robot Gesture ID,Gesture Type,"Gesture Coordinates (x, y, z)",Timestamp,Gesture Duration (sec),Robot Status,Message ID,Sender,Receiver,Encryption Algorithm Used,Encryption Status,Network Latency (ms),Data Transfer Rate (Mbps),Threat Type,Threat Severity,Response Time (sec),Response Action Taken,Threat Detected
9,Incision,"(0.81, 1.85, 1.74)",2025-02-14 16:32:27,2.0,Idle,41090,Robot,Operator,Two Fish,Failed,12,69,Data Breach,Medium,1.38,Isolate Data,1
8,Diagnosis,"(0.86, 0.44, 0.59)",2025-02-14 16:32:27,4.33,Active,89203,Operator,Robot,Two Fish,Encrypted,7,27,Data Breach,Low,2.36,Reconnect Connection,1
4,Incision,"(1.71, 1.9, 0.93)",2025-02-14 16:32:27,3.0,Idle,87286,Operator,Robot,Two Fish,Encrypted,10,88,DoS Attack,High,1.72,Reconnect Connection,1
4,Diagnosis,"(0.4, 0.17, 1.58)",2025-02-14 16:32:27,2.57,Active,67359,Operator,Robot,Two Fish,Failed,20,35,No Threat,High,0.0,None,0
10,Suturing,"(1.25, 1.71, 0.82)",2025-02-14 16:32:27,3.18,Active,80009,Robot,Operator,Two Fish,Encrypted,7,63,DoS Attack,Medium,1.93,Reset Encryption,1
10,Diagnosis,"(0.42, 0.05, 1.18)",2025-02-14 16:32:27,2.88,Active,58234,Robot,Operator,Two Fish,Encrypted,12,35,Data Breach,Medium,3.18,Reset Encryption,1
6,Diagnosis,"(1.72, 0.85, 0.02)",2025-02-14 16:32:27,4.25,Active,96413,Operator,Robot,Two Fish,Failed,19,91,No Threat,Low,0.0,None,0
4,Navigation,"(0.88, 0.97, 1.26)",2025-02-14 16:32:27,3.78,Active,74759,Operator,Robot,Two Fish,Failed,5,47,No Threat,Low,0.0,None,0
9,Suturing,"(0.72, 0.77, 0.97)",2025-02-14 16:32:27,4.44,Active,36792,Robot,Operator,Two Fish,Failed,16,18,Man-in-the-Middle Attack,Low,4.39,Isolate Data,1
4,Navigation,"(0.74, 0.97, 0.82)",2025-02-14 16:32:27,1.3,Idle,77147,Operator,Robot,Two Fish,Failed,16,26,DoS Attack,Low,4.99,Reconnect Connection,1
8,Incision,"(0.38, 1.24, 0.78)",2025-02-14 16:32:27,3.36,Idle,98753,Operator,Robot,Two Fish,Failed,20,31,Man-in-the-Middle Attack,Medium,4.62,Reconnect Connection,1
1,Diagnosis,"(0.37, 1.28, 0.55)",2025-02-14 16:32:27,2.89,Active,17511,Robot,Operator,Two Fish,Encrypted,12,46,No Threat,Low,0.0,None,0
6,Incision,"(1.54, 1.05, 0.6)",2025-02-14 16:32:27,4.42,Active,36122,Robot,Operator,Two Fish,Encrypted,8,65,No Threat,Medium,0.0,None,0
2,Suturing,"(0.09, 1.91, 0.02)",2025-02-14 16:32:27,3.62,Active,36235,Operator,Robot,Two Fish,Failed,6,25,DoS Attack,Medium,2.05,Isolate Data,1
3,Navigation,"(1.18, 1.03, 1.47)",2025-02-14 16:32:27,4.56,Idle,24513,Operator,Robot,Two Fish,Encrypted,19,14,DoS Attack,Low,1.85,Reset Encryption,1
7,Navigation,"(0.08, 1.74, 1.7)",2025-02-14 16:32:27,4.28,Idle,67499,Operator,Robot,Two Fish,Encrypted,18,18,DoS Attack,Medium,4.33,Reconnect Connection,1
4,Navigation,"(0.45, 1.4, 0.91)",2025-02-14 16:32:27,4.45,Idle,82863,Operator,Robot,Two Fish,Encrypted,9,94,DoS Attack,Medium,2.42,Reconnect Connection,1
10,Incision,"(0.46, 0.84, 1.03)",2025-02-14 16:32:27,2.4,Idle,56531,Robot,Operator,Two Fish,Encrypted,10,57,No Threat,High,0.0,None,0
5,Cleaning,"(0.1, 1.43, 1.09)",2025-02-14 16:32:27,3.08,Idle,71485,Robot,Operator,Two Fish,Failed,7,64,Man-in-the-Middle Attack,High,2.63,Reconnect Connection,1
6,Incision,"(0.68, 1.63, 1.71)",2025-02-14 16:32:27,1.19,Active,88155,Operator,Robot,Two Fish,Encrypted,12,40,DoS Attack,Medium,3.95,Reset Encryption,1
2,Diagnosis,"(0.34, 1.45, 0.8)",2025-02-14 16:32:27,3.45,Idle,58235,Robot,Operator,Two Fish,Encrypted,18,11,No Threat,Medium,0.0,None,0
3,Cleaning,"(1.75, 0.55, 1.33)",2025-02-14 16:32:27,1.39,Idle,90613,Robot,Operator,Two Fish,Encrypted,15,99,No Threat,High,0.0,None,0
2,Cleaning,"(1.82, 0.64, 0.94)",2025-02-14 16:32:27,2.03,Idle,39705,Robot,Operator,Two Fish,Encrypted,14,76,DoS Attack,Medium,4.71,Reconnect Connection,1
9,Incision,"(1.89, 1.63, 1.93)",2025-02-14 16:32:27,3.13,Active,71990,Robot,Operator,Two Fish,Encrypted,5,87,DoS Attack,Medium,2.05,Isolate Data,1
8,Suturing,"(1.34, 0.39, 0.03)",2025-02-14 16:32:27,4.47,Idle,18488,Robot,Operator,Two Fish,Failed,7,15,Data Breach,High,3.13,Isolate Data,1
7,Diagnosis,"(1.62, 1.18, 0.1)",2025-02-14 16:32:27,3.76,Idle,98089,Operator,Robot,Two Fish,Failed,13,59,DoS Attack,High,4.44,Reconnect Connection,1
4,Diagnosis,"(0.42, 1.71, 0.3)",2025-02-14 16:32:27,3.14,Idle,47847,Robot,Operator,Two Fish,Encrypted,18,39,DoS Attack,High,1.0,Reconnect Connection,1
1,Diagnosis,"(1.01, 0.27, 1.84)",2025-02-14 16:32:27,3.11,Idle,16726,Operator,Robot,Two Fish,Failed,13,65,Data Breach,Medium,4.91,Reset Encryption,1
8,Cleaning,"(0.11, 1.88, 1.64)",2025-02-14 16:32:27,3.62,Idle,94502,Operator,Robot,Two Fish,Failed,14,28,Man-in-the-Middle Attack,Low,1.88,Isolate Data,1
7,Incision,"(0.92, 0.33, 0.97)",2025-02-14 16:32:27,4.9,Idle,87092,Robot,Operator,Two Fish,Failed,6,73,Man-in-the-Middle Attack,Low,1.73,Reconnect Connection,1
9,Suturing,"(0.45, 0.77, 1.85)",2025-02-14 16:32:27,3.77,Active,69840,Operator,Robot,Two Fish,Encrypted,16,12,Data Breach,High,4.07,Reconnect Connection,1
1,Diagnosis,"(1.2, 0.9, 1.2)",2025-02-14 16:32:27,2.36,Idle,49784,Robot,Operator,Two Fish,Failed,16,34,DoS Attack,Low,4.52,Isolate Data,1
6,Incision,"(0.43, 1.22, 1.19)",2025-02-14 16:32:27,1.87,Active,66920,Robot,Operator,Two Fish,Failed,9,87,DoS Attack,High,1.17,Isolate Data,1
1,Suturing,"(1.45, 1.21, 0.43)",2025-02-14 16:32:27,2.82,Idle,35046,Robot,Operator,Two Fish,Encrypted,10,15,Man-in-the-Middle Attack,Medium,1.94,Isolate Data,1
8,Incision,"(0.11, 0.81, 1.62)",2025-02-14 16:32:27,4.8,Active,12389,Robot,Operator,Two Fish,Failed,10,13,Man-in-the-Middle Attack,Low,1.51,Isolate Data,1
8,Diagnosis,"(0.72, 1.68, 1.44)",2025-02-14 16:32:27,4.69,Active,14095,Operator,Robot,Two Fish,Encrypted,5,87,DoS Attack,Medium,1.78,Isolate Data,1
9,Navigation,"(1.41, 0.69, 1.56)",2025-02-14 16:32:27,2.15,Idle,78435,Operator,Robot,Two Fish,Failed,19,56,Man-in-the-Middle Attack,High,3.13,Isolate Data,1
7,Diagnosis,"(1.49, 0.47, 1.68)",2025-02-14 16:32:27,2.77,Active,14082,Operator,Robot,Two Fish,Failed,18,26,No Threat,Medium,0.0,None,0
3,Suturing,"(0.59, 0.42, 0.55)",2025-02-14 16:32:27,4.35,Idle,11514,Robot,Operator,Two Fish,Failed,7,91,Data Breach,Low,2.55,Reset Encryption,1
4,Diagnosis,"(0.82, 1.55, 1.14)",2025-02-14 16:32:27,4.22,Idle,74943,Robot,Operator,Two Fish,Encrypted,14,42,DoS Attack,Medium,4.15,Isolate Data,1
1,Cleaning,"(1.93, 1.51, 1.13)",2025-02-14 16:32:27,3.9,Active,26698,Operator,Robot,Two Fish,Failed,11,53,No Threat,Low,0.0,None,0
8,Suturing,"(1.23, 0.71, 1.42)",2025-02-14 16:32:27,3.88,Active,44583,Operator,Robot,Two Fish,Encrypted,7,72,DoS Attack,Medium,2.82,Reset Encryption,1
5,Suturing,"(1.96, 0.97, 1.34)",2025-02-14 16:32:27,4.84,Active,75212,Operator,Robot,Two Fish,Failed,10,84,Data Breach,High,1.31,Reconnect Connection,1
5,Incision,"(1.34, 1.9, 1.23)",2025-02-14 16:32:27,4.47,Idle,97624,Operator,Robot,Two Fish,Failed,5,90,Man-in-the-Middle Attack,Low,3.37,Reconnect Connection,1
4,Suturing,"(0.89, 1.41, 1.4)",2025-02-14 16:32:27,4.54,Active,71649,Robot,Operator,Two Fish,Encrypted,7,99,Man-in-the-Middle Attack,High,3.16,Isolate Data,1
4,Suturing,"(1.65, 0.49, 0.55)",2025-02-14 16:32:27,4.66,Idle,44268,Robot,Operator,Two Fish,Failed,14,30,Man-in-the-Middle Attack,Low,4.32,Reconnect Connection,1
6,Diagnosis,"(0.16, 1.84, 1.73)",2025-02-14 16:32:27,4.36,Active,36737,Robot,Operator,Two Fish,Failed,14,12,No Threat,High,0.0,None,0
1,Navigation,"(1.33, 0.88, 0.82)",2025-02-14 16:32:27,1.79,Idle,41631,Robot,Operator,Two Fish,Failed,19,100,No Threat,Medium,0.0,None,0
2,Suturing,"(1.57, 1.96, 1.85)",2025-02-14 16:32:27,4.46,Active,74052,Robot,Operator,Two Fish,Encrypted,19,80,DoS Attack,Medium,3.16,Isolate Data,1
6,Diagnosis,"(0.75, 0.0, 0.91)",2025-02-14 16:32:27,2.84,Active,64485,Operator,Robot,Two Fish,Failed,12,80,DoS Attack,Low,2.62,Isolate Data,1
9,Incision,"(0.01, 0.84, 0.74)",2025-02-14 16:32:27,3.68,Idle,17082,Robot,Operator,Two Fish,Failed,15,26,No Threat,Medium,0.0,None,0
1,Incision,"(1.21, 0.08, 1.91)",2025-02-14 16:32:27,2.69,Idle,51001,Robot,Operator,Two Fish,Failed,5,63,Data Breach,Low,2.26,Reconnect Connection,1
4,Incision,"(0.03, 0.61, 1.3)",2025-02-14 16:32:27,1.79,Active,82708,Robot,Operator,Two Fish,Encrypted,19,90,No Threat,Medium,0.0,None,0
4,Suturing,"(1.23, 0.2, 0.16)",2025-02-14 16:32:27,3.57,Idle,32239,Operator,Robot,Two Fish,Encrypted,7,48,DoS Attack,Medium,1.39,Reconnect Connection,1
3,Cleaning,"(0.26, 0.5, 1.86)",2025-02-14 16:32:27,4.86,Idle,61263,Operator,Robot,Two Fish,Encrypted,18,62,DoS Attack,Medium,3.33,Reconnect Connection,1
7,Suturing,"(1.11, 1.21, 1.62)",2025-02-14 16:32:27,3.11,Idle,87139,Robot,Operator,Two Fish,Encrypted,17,46,Data Breach,Low,2.23,Reset Encryption,1
10,Diagnosis,"(1.97, 1.37, 0.57)",2025-02-14 16:32:27,4.89,Idle,67314,Robot,Operator,Two Fish,Encrypted,12,16,Data Breach,Low,1.1,Isolate Data,1
4,Incision,"(1.14, 0.08, 1.9)",2025-02-14 16:32:27,4.55,Active,46899,Operator,Robot,Two Fish,Encrypted,9,32,DoS Attack,High,2.08,Isolate Data,1
6,Suturing,"(1.28, 1.21, 0.26)",2025-02-14 16:32:27,1.52,Idle,42003,Robot,Operator,Two Fish,Encrypted,15,13,Data Breach,High,3.05,Isolate Data,1
6,Navigation,"(0.33, 1.19, 0.84)",2025-02-14 16:32:27,2.02,Active,66129,Operator,Robot,Two Fish,Failed,8,22,DoS Attack,High,4.32,Isolate Data,1
10,Suturing,"(0.65, 1.17, 0.47)",2025-02-14 16:32:27,4.46,Idle,35838,Operator,Robot,Two Fish,Failed,13,93,No Threat,Low,0.0,None,0
5,Navigation,"(0.17, 1.58, 1.2)",2025-02-14 16:32:27,1.12,Idle,31872,Operator,Robot,Two Fish,Encrypted,12,41,No Threat,Low,0.0,None,0
5,Incision,"(0.95, 1.84, 1.21)",2025-02-14 16:32:27,3.31,Idle,58545,Operator,Robot,Two Fish,Encrypted,12,88,Man-in-the-Middle Attack,High,3.08,Reconnect Connection,1
5,Navigation,"(1.6, 0.92, 0.52)",2025-02-14 16:32:27,4.76,Idle,82334,Operator,Robot,Two Fish,Encrypted,12,17,Data Breach,Low,3.42,Isolate Data,1
9,Navigation,"(0.35, 0.99, 1.04)",2025-02-14 16:32:27,2.09,Idle,82709,Operator,Robot,Two Fish,Failed,15,98,Man-in-the-Middle Attack,Medium,1.94,Reconnect Connection,1
8,Navigation,"(1.1, 1.95, 1.07)",2025-02-14 16:32:27,1.56,Active,29393,Operator,Robot,Two Fish,Failed,17,93,Man-in-the-Middle Attack,Medium,1.79,Isolate Data,1
7,Cleaning,"(0.58, 1.71, 0.45)",2025-02-14 16:32:27,4.07,Active,61611,Robot,Operator,Two Fish,Failed,16,11,Data Breach,High,4.4,Isolate Data,1
6,Navigation,"(1.34, 1.62, 1.36)",2025-02-14 16:32:27,4.56,Active,75527,Robot,Operator,Two Fish,Encrypted,16,26,DoS Attack,High,2.11,Reset Encryption,1
7,Incision,"(0.51, 0.23, 1.23)",2025-02-14 16:32:27,1.39,Idle,90546,Operator,Robot,Two Fish,Encrypted,19,72,DoS Attack,High,4.58,Reset Encryption,1
7,Incision,"(0.14, 0.33, 1.31)",2025-02-14 16:32:27,4.68,Idle,33062,Operator,Robot,Two Fish,Failed,10,11,No Threat,Medium,0.0,None,0
5,Diagnosis,"(0.29, 1.69, 1.83)",2025-02-14 16:32:27,3.55,Idle,53140,Operator,Robot,Two Fish,Encrypted,17,28,Man-in-the-Middle Attack,High,2.76,Reconnect Connection,1
10,Suturing,"(1.19, 0.71, 0.61)",2025-02-14 16:32:27,1.41,Active,20249,Operator,Robot,Two Fish,Encrypted,9,13,No Threat,High,0.0,None,0
4,Cleaning,"(0.23, 1.88, 1.27)",2025-02-14 16:32:27,1.34,Idle,72314,Operator,Robot,Two Fish,Failed,5,69,Data Breach,Medium,4.85,Reset Encryption,1
6,Incision,"(0.13, 1.31, 0.29)",2025-02-14 16:32:27,3.04,Active,97658,Robot,Operator,Two Fish,Failed,5,72,Man-in-the-Middle Attack,Medium,1.85,Reconnect Connection,1
4,Cleaning,"(0.09, 0.56, 1.66)",2025-02-14 16:32:27,4.37,Active,34677,Robot,Operator,Two Fish,Failed,5,42,DoS Attack,High,3.41,Reconnect Connection,1
2,Cleaning,"(0.23, 0.23, 0.91)",2025-02-14 16:32:27,4.49,Idle,25437,Robot,Operator,Two Fish,Encrypted,14,16,Man-in-the-Middle Attack,Low,1.56,Isolate Data,1
2,Diagnosis,"(1.12, 0.57, 1.58)",2025-02-14 16:32:27,1.56,Active,50936,Robot,Operator,Two Fish,Failed,13,66,Data Breach,Low,1.33,Isolate Data,1
3,Incision,"(1.76, 1.38, 0.85)",2025-02-14 16:32:27,2.46,Active,16919,Operator,Robot,Two Fish,Failed,6,28,DoS Attack,High,4.93,Reconnect Connection,1
1,Suturing,"(0.12, 1.91, 0.25)",2025-02-14 16:32:27,3.13,Idle,77375,Robot,Operator,Two Fish,Encrypted,14,38,DoS Attack,High,1.63,Isolate Data,1
2,Incision,"(1.08, 1.91, 0.18)",2025-02-14 16:32:27,3.08,Active,39576,Operator,Robot,Two Fish,Encrypted,11,89,Data Breach,Medium,2.79,Reconnect Connection,1
5,Suturing,"(0.74, 1.67, 0.34)",2025-02-14 16:32:27,3.09,Idle,40601,Operator,Robot,Two Fish,Failed,6,72,No Threat,High,0.0,None,0
6,Suturing,"(1.24, 0.55, 0.97)",2025-02-14 16:32:27,3.77,Active,51408,Operator,Robot,Two Fish,Encrypted,6,99,Data Breach,Low,4.87,Isolate Data,1
10,Diagnosis,"(0.56, 0.25, 1.5)",2025-02-14 16:32:27,3.47,Idle,68524,Operator,Robot,Two Fish,Encrypted,16,70,No Threat,Medium,0.0,None,0
5,Suturing,"(1.96, 0.98, 0.78)",2025-02-14 16:32:27,4.18,Idle,73358,Operator,Robot,Two Fish,Encrypted,7,80,No Threat,High,0.0,None,0
5,Diagnosis,"(0.29, 0.69, 1.85)",2025-02-14 16:32:27,2.19,Idle,66998,Operator,Robot,Two Fish,Encrypted,5,90,No Threat,Medium,0.0,None,0
2,Navigation,"(1.36, 1.85, 0.53)",2025-02-14 16:32:27,4.82,Idle,64324,Operator,Robot,Two Fish,Failed,14,39,Data Breach,High,3.66,Reset Encryption,1
7,Incision,"(1.43, 0.06, 0.99)",2025-02-14 16:32:27,3.39,Idle,73663,Operator,Robot,Two Fish,Encrypted,5,27,Data Breach,High,4.2,Reset Encryption,1
9,Navigation,"(0.02, 1.62, 0.46)",2025-02-14 16:32:27,1.85,Active,80794,Robot,Operator,Two Fish,Failed,14,72,Data Breach,Medium,3.55,Reconnect Connection,1
8,Suturing,"(0.05, 1.3, 0.68)",2025-02-14 16:32:27,2.3,Idle,21472,Robot,Operator,Two Fish,Failed,17,11,Man-in-the-Middle Attack,High,4.32,Reconnect Connection,1
6,Incision,"(1.57, 1.75, 0.46)",2025-02-14 16:32:27,3.39,Idle,94980,Operator,Robot,Two Fish,Failed,20,65,No Threat,Medium,0.0,None,0
1,Navigation,"(0.57, 0.54, 0.85)",2025-02-14 16:32:27,1.02,Active,88616,Robot,Operator,Two Fish,Encrypted,7,25,No Threat,Low,0.0,None,0
1,Suturing,"(0.2, 0.24, 1.1)",2025-02-14 16:32:27,1.07,Idle,78834,Operator,Robot,Two Fish,Encrypted,15,65,Data Breach,High,1.73,Reconnect Connection,1
10,Navigation,"(0.81, 0.18, 1.07)",2025-02-14 16:32:27,2.34,Active,31825,Operator,Robot,Two Fish,Encrypted,7,45,Data Breach,Low,1.93,Reconnect Connection,1
5,Suturing,"(1.7, 0.74, 1.04)",2025-02-14 16:32:27,2.02,Idle,18908,Robot,Operator,Two Fish,Encrypted,19,93,No Threat,High,0.0,None,0
8,Incision,"(0.5, 1.23, 0.22)",2025-02-14 16:32:27,4.34,Active,63539,Operator,Robot,Two Fish,Encrypted,18,34,Data Breach,Medium,3.14,Reconnect Connection,1
2,Navigation,"(0.47, 1.18, 0.55)",2025-02-14 16:32:27,2.04,Idle,36827,Robot,Operator,Two Fish,Failed,7,33,No Threat,High,0.0,None,0
10,Navigation,"(0.92, 1.46, 1.91)",2025-02-14 16:32:27,1.45,Active,66654,Robot,Operator,Two Fish,Failed,5,57,DoS Attack,Medium,1.73,Reconnect Connection,1
4,Cleaning,"(1.03, 0.15, 1.43)",2025-02-14 16:32:27,4.26,Active,68112,Operator,Robot,Two Fish,Encrypted,20,98,No Threat,Low,0.0,None,0
8,Suturing,"(1.3, 0.23, 0.8)",2025-02-14 16:32:27,4.52,Idle,37030,Robot,Operator,Two Fish,Failed,16,20,No Threat,Low,0.0,None,0
5,Incision,"(1.09, 1.44, 0.7)",2025-02-14 16:32:27,1.1,Active,98907,Operator,Robot,Two Fish,Encrypted,13,45,DoS Attack,High,2.03,Reconnect Connection,1
2,Diagnosis,"(1.82, 0.15, 1.41)",2025-02-14 16:32:27,3.44,Active,12846,Operator,Robot,Two Fish,Failed,11,83,Man-in-the-Middle Attack,Low,1.75,Reset Encryption,1
8,Suturing,"(1.35, 1.51, 1.85)",2025-02-14 16:32:27,4.13,Idle,18387,Operator,Robot,Two Fish,Failed,10,83,DoS Attack,High,4.93,Reconnect Connection,1
5,Incision,"(1.08, 0.4, 1.92)",2025-02-14 16:32:27,4.08,Idle,55283,Robot,Operator,Two Fish,Failed,7,58,Data Breach,High,2.88,Reconnect Connection,1
9,Suturing,"(0.71, 0.24, 1.75)",2025-02-14 16:32:27,1.12,Idle,41070,Robot,Operator,Two Fish,Failed,5,13,No Threat,Medium,0.0,None,0
5,Incision,"(0.65, 1.08, 0.77)",2025-02-14 16:32:27,1.42,Idle,45942,Operator,Robot,Two Fish,Encrypted,11,81,Data Breach,Low,3.2,Isolate Data,1
8,Navigation,"(0.59, 1.48, 1.51)",2025-02-14 16:32:27,2.6,Idle,86298,Operator,Robot,Two Fish,Failed,16,78,Man-in-the-Middle Attack,Low,3.02,Reconnect Connection,1
4,Diagnosis,"(1.27, 1.72, 1.23)",2025-02-14 16:32:27,2.95,Active,51696,Operator,Robot,Two Fish,Encrypted,6,61,DoS Attack,High,3.96,Isolate Data,1
10,Diagnosis,"(1.88, 0.74, 1.12)",2025-02-14 16:32:27,4.0,Active,32138,Operator,Robot,Two Fish,Encrypted,17,26,No Threat,Medium,0.0,None,0
10,Cleaning,"(0.03, 1.47, 0.17)",2025-02-14 16:32:27,4.61,Active,24303,Operator,Robot,Two Fish,Failed,5,34,DoS Attack,Low,1.7,Reset Encryption,1
8,Suturing,"(0.47, 1.0, 0.47)",2025-02-14 16:32:27,2.43,Idle,96366,Operator,Robot,Two Fish,Encrypted,15,66,No Threat,Medium,0.0,None,0
10,Suturing,"(0.79, 1.5, 0.24)",2025-02-14 16:32:27,3.55,Active,76243,Operator,Robot,Two Fish,Encrypted,8,52,No Threat,High,0.0,None,0
4,Navigation,"(0.7, 0.5, 1.72)",2025-02-14 16:32:27,2.95,Active,89946,Robot,Operator,Two Fish,Encrypted,8,71,No Threat,High,0.0,None,0
6,Navigation,"(1.43, 0.88, 1.29)",2025-02-14 16:32:27,4.73,Idle,13461,Operator,Robot,Two Fish,Encrypted,15,66,No Threat,High,0.0,None,0
10,Cleaning,"(1.5, 1.2, 0.12)",2025-02-14 16:32:27,4.26,Idle,98298,Robot,Operator,Two Fish,Failed,13,58,Man-in-the-Middle Attack,High,1.84,Reset Encryption,1
5,Diagnosis,"(0.06, 1.13, 1.68)",2025-02-14 16:32:27,3.12,Active,23171,Robot,Operator,Two Fish,Failed,14,71,Man-in-the-Middle Attack,High,3.48,Reconnect Connection,1
1,Diagnosis,"(0.48, 1.06, 0.4)",2025-02-14 16:32:27,1.39,Idle,10047,Operator,Robot,Two Fish,Encrypted,7,41,Man-in-the-Middle Attack,High,3.47,Reconnect Connection,1
9,Navigation,"(1.81, 0.37, 0.3)",2025-02-14 16:32:27,2.11,Idle,66498,Operator,Robot,Two Fish,Failed,14,26,Data Breach,Medium,3.89,Isolate Data,1
9,Navigation,"(1.05, 1.83, 0.49)",2025-02-14 16:32:27,2.09,Idle,69106,Operator,Robot,Two Fish,Failed,8,20,Man-in-the-Middle Attack,High,1.83,Reconnect Connection,1
1,Navigation,"(1.56, 0.67, 1.91)",2025-02-14 16:32:27,1.01,Idle,94269,Robot,Operator,Two Fish,Encrypted,8,14,No Threat,Medium,0.0,None,0
3,Diagnosis,"(0.17, 0.95, 1.23)",2025-02-14 16:32:27,1.6,Idle,11134,Operator,Robot,Two Fish,Encrypted,17,39,DoS Attack,Low,2.36,Reconnect Connection,1
